"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q_RecaptchaScore","Q3","DV_accept","DV_accept.1","DV_accept.2","DV_accept.3","DV_comfort_scales_1","DV_comfort_scales_2","DV_comfort_scales_3","DV_comfort_scales_4","DV_comfort_scales_5","sec2_GDPR.aware","GDPR.Knowledge","sec2_CCPA.aware","CCPA.Knowledge","sec2_T.F.cookies","sec2_T.F.cookies_2","sec2_T.F.cookies.3","sec2_T.F.cookies_4","sec2_T.F.cookies_5","sec2_T.F.cookies_6","sec2_privacy.notice","sec2_cookie.time","sec2_cookie.accept","sec2_cookie_review","sec2_cookie.motiv.A","sec2_cookie.motiv.A_7_TEXT","sec2_cookie.motiv.D","sec2_cookie.motiv.D_7_TEXT","sec2_comfort.scale_1","sec2_comfort.scale_2","sec2_comfort.scale_3","sec2_comfort.scale_4","sec2_comfort.scale_5","sec2_comfort.scale_6","Large_Established_Firm","Start_up","Online_Advertising_Tech_Company","Hardware_Tech_Company","Local_Business","Hospital_Medical_Facility","US_Government_Website","Non_profit_Organization","Personal_Blog","Google","Amazon","Meta","Apple","TikTok","sec2_govt.big.tech_1","sec2_govt.big.tech_2","sec2_govt.big.tech_3","sec3_social.media","sec3_browser","sec3_browser_9_TEXT","sec3_avg.brows.","sec3_web.purpose","sec3_web.purpose_8_TEXT","sec3_device","sec3_device_9_TEXT","sec3_attention.check","sec3_internet.use","dem.age","Age","Gender","dem.gender_5_TEXT","Education","Attention Check","Income","Employment","dem_employment_7_TEXT","Political","Phone","dem_phone.device_5_TEXT","Q158","ResponseID","participantId","stimulus.id","Composite_DV","comp_govt","income_category","comp_comfort"
"11","2023-07-13 00:31:25","2023-07-13 00:46:19","IP Address","172.58.165.138","100","894","True","2023-07-13 00:46:20","R_26eFp3C8CitGZ8w","","","","","41.85","-87.7165","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",6,6,6,6,6,6,"Not at all aware","Not knowledgeable at all","Not at all aware","Not knowledgeable at all","False","False","True","True","True","False","About once a month","Less than 10 seconds","Frequently – I often accept the default cookie & data use policies","Occasionally - I read them sometimes, depending on the website or context","Out of habit or convenience.","","To prevent the company from accessing personally sensitive information about me","",3,3,3,3,3,3,6,3,3,3,5,6,3,5,3,4,4,4,4,4,6,6,6,"Twitter","Google Chrome","","3 hours","News,Entertainment","","Computer (desktop/laptop),Mobile phone or smartphone","","A large number of ‘friends’ or contacts (200+ people)","Save a photo that you find online,Change your privacy settings (e.g., on a social networking site or search engine),Enabling and, or disabling internet browser cookies on your personal devices,Use word processing software such as Microsoft Word, Google Docs, or Apple Pages,Change your home network’s WiFi password,Remove people from your ‘friends’ or contact lists on a social networking site,Post online music or a video that you have created yourself","Numeric Entry:",29,"Male","","High School","Zenith Computing","$25,000-$49,999","Employed Full-Time","","Slightly conservative","Android","","1","R_26eFp3C8CitGZ8w","C281416C659D4359A9040E6CB4243D29","large-new-ads",6,6,"Low_Income",3
"12","2023-07-13 00:37:28","2023-07-13 00:47:22","IP Address","97.97.147.135","100","594","True","2023-07-13 00:47:23","R_2c28fn5qqbvztCQ","","","","","35.3288","-118.9748","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",1,1,1,1,1,1,"Moderately aware","Moderately knowledgeable","Extremely aware","Extremely knowledgeable","True","True","True","True","True","False","About once a week","Less than 10 seconds","Never – I never accept the default policy; I always click “Decline” and/or modify my privacy settings.","Occasionally - I read them sometimes, depending on the website or context","To protect my privacy and control my personal data.","","To protect my online privacy","",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Facebook,Instagram,Twitter","Google Chrome","","2 hours","Education,News,Entertainment,Shopping,Work/Business","","Computer (desktop/laptop),Mobile phone or smartphone,Tablet (e.g., iPad, Kindle Fire, Samsung Galaxy Tab)","","A large number of ‘friends’ or contacts (200+ people)","Save a photo that you find online,Change your privacy settings (e.g., on a social networking site or search engine),Enabling and, or disabling internet browser cookies on your personal devices,Use word processing software such as Microsoft Word, Google Docs, or Apple Pages,Change your home network’s WiFi password,Remove people from your ‘friends’ or contact lists on a social networking site,Post online music or a video that you have created yourself,Create a website","Numeric Entry:",42,"Male","","Bachelor's Degree","Zenith Computing","$50,000-$74,999","Employed Full-Time","","Conservative","Android","","1","R_2c28fn5qqbvztCQ","A4634667043F492A993D08B6484090E5","large-new-ads",1,1,"Middle_Income",1
"13","2023-07-13 00:35:05","2023-07-13 00:48:07","IP Address","209.185.41.74","100","782","True","2023-07-13 00:48:08","R_33fKnER0qZqL51M","","","","","34.0544","-118.244","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",7,6,4,6,5,4,"Moderately aware","Moderately knowledgeable","Somewhat aware","Extremely knowledgeable","True","False","True","True","True","True","About once a week","30 seconds to 1 minute","Occasionally – Sometimes I will accept the default policy, sometimes I will decline the default policy and/or modify my privacy settings using these screens.","Occasionally - I read them sometimes, depending on the website or context","To reduce the number of ads I see.","","To prevent the company from accessing personally sensitive information about me","",6,4,6,5,3,5,6,4,4,5,3,6,4,5,6,3,4,5,4,6,6,3,4,"Facebook,Instagram","Google Chrome","","4 hours","News,Entertainment","","Computer (desktop/laptop),Mobile phone or smartphone","","A large number of ‘friends’ or contacts (200+ people)","Save a photo that you find online","Numeric Entry:",33,"Male","","Bachelor's Degree","Amazon","$25,000-$49,999","Employed Full-Time","","Slightly conservative","Android","","1","R_33fKnER0qZqL51M","06F78509DDCF4F4A9E71E927B800BD82","small-old-ads",5.33333333333333,4.33333333333333,"Low_Income",4.83333333333333
"14","2023-07-13 00:32:25","2023-07-13 00:49:05","IP Address","107.137.159.166","100","1000","True","2023-07-13 00:49:06","R_1MQbEPVl4aUMtOB","","","","","35.2296","-80.843","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",1,3,2,2,1,2,"Extremely aware","Moderately knowledgeable","Somewhat aware","Slightly knowledgeable","True","False","True","False","True","False","About once per day","Less than 10 seconds","Never – I never accept the default policy; I always click “Decline” and/or modify my privacy settings.","Occasionally - I read them sometimes, depending on the website or context","Because the cookie policy was necessary to view the website.","","Because I believe selecting “Accept” is not my best interest,Other (please specify):","I always opt out of anything and everything I can",2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,4,4,"Instagram,Twitter","Google Chrome","","6 hours","Education,News,Entertainment,Shopping,Work/Business","","Computer (desktop/laptop),Mobile phone or smartphone","","A large number of ‘friends’ or contacts (200+ people)","Save a photo that you find online,Change your privacy settings (e.g., on a social networking site or search engine),Enabling and, or disabling internet browser cookies on your personal devices,Use word processing software such as Microsoft Word, Google Docs, or Apple Pages,Change your home network’s WiFi password,Remove people from your ‘friends’ or contact lists on a social networking site,Post online music or a video that you have created yourself,Create a website,Use a coding/programming language (e.g. Python, Java, JavaScript, C++, Ruby, SQL)","Numeric Entry:",48,"Male","","Master's Degree","Zenith Computing","$75,000-$99,999","Employed Part-Time","","No preference","Android","","1","R_1MQbEPVl4aUMtOB","21CC1F4A3630480AAC403B2C1BD514C5","small-old-ads",1.83333333333333,5,"Middle_Income",1.66666666666667
"15","2023-07-13 00:40:22","2023-07-13 00:50:36","IP Address","23.124.117.158","100","614","True","2023-07-13 00:50:37","R_2EvoMxWUf2N2K3k","","","","","39.1397","-86.5141","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",3,3,2,3,3,3,"Not at all aware","Not knowledgeable at all","Slightly aware","Not knowledgeable at all","True","False","True","True","True","False","About once per day","Less than 10 seconds","Occasionally – Sometimes I will accept the default policy, sometimes I will decline the default policy and/or modify my privacy settings using these screens.","Rarely - I rarely read them unless it's a website or service I'm particularly concerned about","Out of habit or convenience.,Because the cookie policy was necessary to view the website.","","To protect my online privacy,To prevent the company from accessing personally sensitive information about me","",2,5,3,3,1,1,3,4,1,2,4,6,6,4,3,1,3,2,2,1,7,7,7,"Instagram,Twitter","Firefox","","4 hours","News,Entertainment,Shopping,Work/Business","","Computer (desktop/laptop),Mobile phone or smartphone","","A large number of ‘friends’ or contacts (200+ people)","Save a photo that you find online,Change your privacy settings (e.g., on a social networking site or search engine),Enabling and, or disabling internet browser cookies on your personal devices,Use word processing software such as Microsoft Word, Google Docs, or Apple Pages,Change your home network’s WiFi password,Remove people from your ‘friends’ or contact lists on a social networking site,Post online music or a video that you have created yourself,Use a coding/programming language (e.g. Python, Java, JavaScript, C++, Ruby, SQL)","Numeric Entry:",34,"Male","","High School","Zenith Computing","$25,000-$49,999","Employed Part-Time","","Slightly conservative","iOS/iPhone","","1","R_2EvoMxWUf2N2K3k","4F1063188F12436C938D96CFE22D8287","small-old-ads",2.83333333333333,7,"Low_Income",2.5
"16","2023-07-13 00:35:49","2023-07-13 00:50:47","IP Address","107.215.176.61","100","897","True","2023-07-13 00:50:47","R_3ek1qZPaevvpDwI","","","","","41.8482","-87.6521","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",1,3,3,3,2,2,"Moderately aware","Slightly knowledgeable","Not at all aware","Not knowledgeable at all","True","False","True","False","True","False","About once a week","Less than 10 seconds","Rarely – I rarely accept the default policy; that is I will usually click “Decline” and/or modify my privacy settings.","Never - I never read websites' privacy policies","Because the cookie policy was necessary to view the website.","","Because I believe selecting “Accept” is not my best interest","",3,3,3,2,1,1,2,2,2,2,3,2,2,2,2,2,3,2,2,1,5,4,4,"Instagram,Twitter","Firefox","","More than 8 hours","News,Entertainment","","Computer (desktop/laptop),Mobile phone or smartphone","","A large number of ‘friends’ or contacts (200+ people)","Save a photo that you find online,Change your privacy settings (e.g., on a social networking site or search engine),Enabling and, or disabling internet browser cookies on your personal devices,Use word processing software such as Microsoft Word, Google Docs, or Apple Pages,Remove people from your ‘friends’ or contact lists on a social networking site,Post online music or a video that you have created yourself","Numeric Entry:",33,"Male","","High School","Zenith Computing","$125,000-$149,999","Seeking opportunities","","No preference","Android","","1","R_3ek1qZPaevvpDwI","3D18040236CD496FA2BD532C4AD2AD72","small-old-ads",2.33333333333333,4.33333333333333,"Upper_Income",2.16666666666667
"17","2023-07-13 00:31:13","2023-07-13 00:51:11","IP Address","102.88.37.174","100","1197","True","2023-07-13 00:51:12","R_2SkKpahHl3dVhaf","","","","","7.7614","4.5424","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",6,6,6,6,5,7,"Somewhat aware","Moderately knowledgeable","Slightly aware","Slightly knowledgeable","True","True","True","True","True","True","About once per day","10-30 seconds","Occasionally – Sometimes I will accept the default policy, sometimes I will decline the default policy and/or modify my privacy settings using these screens.","Frequently - I read them most of the time, but not always","To protect my privacy and control my personal data.,To reduce the number of ads I see.,Out of habit or convenience.,Because the cookie policy was necessary to view the website.","","To protect my online privacy,To hide my online activity from the website operator,To prevent the company from accessing personally sensitive information about me","",5,5,5,6,5,5,6,4,5,5,6,6,6,5,5,6,6,5,6,4,5,2,3,"Instagram,Twitter,Snapchat,Linkedin,TikTok","Firefox","","More than 8 hours","Education,News,Entertainment,Shopping,Work/Business","","Computer (desktop/laptop),Mobile phone or smartphone,Games console (e.g., PlayStation, Xbox, Wii, Nintendo DS),Wearable device (e.g., Apple Watch, FitBit)","","A large number of ‘friends’ or contacts (200+ people)","Save a photo that you find online,Change your privacy settings (e.g., on a social networking site or search engine),Enabling and, or disabling internet browser cookies on your personal devices,Use word processing software such as Microsoft Word, Google Docs, or Apple Pages,Change your home network’s WiFi password,Remove people from your ‘friends’ or contact lists on a social networking site,Post online music or a video that you have created yourself","Numeric Entry:",33,"Male","","Bachelor's Degree","Zenith Computing","$75,000-$99,999","Employed Full-Time","","Conservative","iOS/iPhone","","1","R_2SkKpahHl3dVhaf","532C946FBFAA4DE2BEC7AF228E944799","large-new-ads",6,3.33333333333333,"Middle_Income",5.16666666666667
"18","2023-07-13 00:32:26","2023-07-13 00:51:18","IP Address","67.44.160.44","100","1131","True","2023-07-13 00:51:18","R_6GvtrzRoVwip43v","","","","","43.0382","-87.91","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",6,6,6,6,5,5,"Not at all aware","Not knowledgeable at all","Not at all aware","Not knowledgeable at all","True","False","True","True","True","True","Never","1-2 minutes","Not applicable","Frequently - I read them most of the time, but not always","Because the cookie policy was necessary to view the website.","","Because I believe selecting “Accept” is not my best interest","",3,3,3,1,1,1,5,2,1,1,5,5,6,6,3,6,6,6,6,1,7,7,7,"Facebook,Instagram,Linkedin","Google Chrome","","3 hours","News,Entertainment,Work/Business","","Computer (desktop/laptop),Mobile phone or smartphone","","A large number of ‘friends’ or contacts (200+ people)","Save a photo that you find online,Change your privacy settings (e.g., on a social networking site or search engine),Enabling and, or disabling internet browser cookies on your personal devices,Use word processing software such as Microsoft Word, Google Docs, or Apple Pages,Change your home network’s WiFi password,Remove people from your ‘friends’ or contact lists on a social networking site,Post online music or a video that you have created yourself,Create a website","Numeric Entry:",53,"Female","","Bachelor's Degree","Zenith Computing","$75,000-$99,999","Employed Full-Time","","Very liberal","Android","","1","R_6GvtrzRoVwip43v","27BD0CB0AC7B45F3BB7474AF344E4912","large-old-products",5.66666666666667,7,"Middle_Income",2
"19","2023-07-13 00:46:06","2023-07-13 00:52:09","IP Address","50.103.125.202","100","362","True","2023-07-13 00:52:09","R_2vf5AMjBdRpl34i","","","","","40.5093","-88.9844","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",1,5,2,2,3,3,"Somewhat aware","Slightly knowledgeable","Somewhat aware","Slightly knowledgeable","True","False","True","False","True","False","About once a month","10-30 seconds","Rarely – I rarely accept the default policy; that is I will usually click “Decline” and/or modify my privacy settings.","Rarely - I rarely read them unless it's a website or service I'm particularly concerned about","Because the cookie policy was necessary to view the website.","","To protect my online privacy,Because I believe selecting “Accept” is not my best interest","",3,3,3,2,2,2,3,3,2,3,3,3,4,3,3,2,3,2,3,3,4,2,2,"None of the above","Firefox","","4 hours","Work/Business","","Computer (desktop/laptop)","","A large number of ‘friends’ or contacts (200+ people)","Save a photo that you find online,Change your privacy settings (e.g., on a social networking site or search engine),Enabling and, or disabling internet browser cookies on your personal devices,Use word processing software such as Microsoft Word, Google Docs, or Apple Pages,Change your home network’s WiFi password,Create a website,Use a coding/programming language (e.g. Python, Java, JavaScript, C++, Ruby, SQL)","Numeric Entry:",53,"Male","","Master's Degree","Zenith Computing","$0-24,999","Employed Part-Time","","Conservative","Other (Please specify):","Generic flip phone from AT&T","1","R_2vf5AMjBdRpl34i","C5AF928339E04282A78E0D7D1C0B8097","small-old-ads",2.66666666666667,2.66666666666667,"Low_Income",2.5
"20","2023-07-13 00:30:58","2023-07-13 00:52:42","IP Address","158.51.119.125","100","1303","True","2023-07-13 00:52:42","R_3snVR7v2PhzD3B0","","","","","35.6401","-117.853","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",6,5,5,6,6,7,"Not at all aware","Not knowledgeable at all","Extremely aware","Moderately knowledgeable","True","False","True","True","True","True","About once a week","10-30 seconds","Frequently – I often accept the default cookie & data use policies","Occasionally - I read them sometimes, depending on the website or context","Out of habit or convenience.,Because the cookie policy was necessary to view the website.","","Because I believe selecting “Accept” is not my best interest","",5,6,6,4,2,2,6,3,2,4,5,6,6,5,2,6,5,4,6,5,6,3,4,"Facebook,Instagram,Twitter,Linkedin","Google Chrome","","2 hours","Work/Business","","Computer (desktop/laptop),Mobile phone or smartphone","","A large number of ‘friends’ or contacts (200+ people)","Save a photo that you find online,Change your privacy settings (e.g., on a social networking site or search engine),Enabling and, or disabling internet browser cookies on your personal devices,Use word processing software such as Microsoft Word, Google Docs, or Apple Pages,Change your home network’s WiFi password,Remove people from your ‘friends’ or contact lists on a social networking site","Numeric Entry:",57,"Female","","Bachelor's Degree","Zenith Computing","$0-24,999","Employed Full-Time","","Slightly conservative","Android","","1","R_3snVR7v2PhzD3B0","0262A6C4C3664465B2807CF144E0B9F7","large-old-products",5.83333333333333,4.33333333333333,"Low_Income",4.16666666666667
"21","2023-07-13 00:31:11","2023-07-13 00:52:56","IP Address","50.30.160.24","100","1305","True","2023-07-13 00:52:57","R_2qDINoY8goroWKH","","","","","30.6475","-95.5793","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",6,6,7,6,5,5,"Not at all aware","Not knowledgeable at all","Not at all aware","Not knowledgeable at all","True","False","True","True","True","True","About once a week","Less than 10 seconds","Always – I always accept the default cookie & data use policies","Occasionally - I read them sometimes, depending on the website or context","Out of habit or convenience.","","To protect my online privacy,To hide my online activity from the website operator,To prevent the company from accessing personally sensitive information about me","",6,6,6,6,5,1,6,2,5,5,5,6,6,4,3,6,6,6,6,6,5,2,4,"Instagram,Twitter,Snapchat,TikTok","Safari","","1 hour","Entertainment","","Computer (desktop/laptop),Mobile phone or smartphone","","A large number of ‘friends’ or contacts (200+ people)","Save a photo that you find online,Enabling and, or disabling internet browser cookies on your personal devices,Change your home network’s WiFi password,Remove people from your ‘friends’ or contact lists on a social networking site","Numeric Entry:",24,"Male","","High School","Zenith Computing","$100,000-$124,999","Seeking opportunities","","Slightly conservative","iOS/iPhone","","1","R_2qDINoY8goroWKH","5E4EA8D56D1F42E2B96A89DA33833FCA","large-old-ads",5.83333333333333,3.66666666666667,"Middle_Income",5
"22","2023-07-13 00:31:00","2023-07-13 00:53:32","IP Address","72.69.49.180","100","1352","True","2023-07-13 00:53:33","R_3G3157BTFPoVx8U","","","","","40.7787","-73.9132","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",7,7,5,6,7,5,"Somewhat aware","Moderately knowledgeable","Not at all aware","Not knowledgeable at all","True","True","True","True","True","True","More than once per day","10-30 seconds","Always – I always accept the default cookie & data use policies","Occasionally - I read them sometimes, depending on the website or context","To protect my privacy and control my personal data.,To reduce the number of ads I see.","","To hide my online activity from the website operator","",7,5,6,6,7,6,6,7,7,7,5,4,6,5,7,4,7,7,7,7,6,5,7,"Facebook,Twitter,Linkedin,TikTok","Google Chrome","","5 hours","Education,News,Entertainment","","Computer (desktop/laptop),Tablet (e.g., iPad, Kindle Fire, Samsung Galaxy Tab),Wearable device (e.g., Apple Watch, FitBit)","","Close family and friends (fewer than 20 people)","Enabling and, or disabling internet browser cookies on your personal devices,Change your home network’s WiFi password","Numeric Entry:",29,"Male","","Bachelor's Degree","Zenith Computing","$75,000-$99,999","Employed Full-Time","","Very conservative","Android","","1","R_3G3157BTFPoVx8U","C5B311C943274A0D83C778C3E8BCB463","large-old-products",6.16666666666667,6,"Middle_Income",6.16666666666667
"23","2023-07-13 00:32:58","2023-07-13 00:57:40","IP Address","66.115.165.134","100","1481","True","2023-07-13 00:57:40","R_1FENt2j69sMlTFA","","","","","37.3881","-121.8756","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",5,5,5,6,4,3,"Moderately aware","Slightly knowledgeable","Slightly aware","Not knowledgeable at all","True","False","True","True","True","False","More than once per day","10-30 seconds","Frequently – I often accept the default cookie & data use policies","Occasionally - I read them sometimes, depending on the website or context","Out of habit or convenience.,Because the cookie policy was necessary to view the website.","","To protect my online privacy,To prevent the company from accessing personally sensitive information about me","",4,4,4,5,4,1,4,3,2,3,4,4,3,4,3,3,2,1,3,4,5,4,4,"Instagram,Twitter,Snapchat,TikTok","Google Chrome","","Less than 1 hour","Education,Entertainment,Work/Business","","Computer (desktop/laptop),Mobile phone or smartphone,Tablet (e.g., iPad, Kindle Fire, Samsung Galaxy Tab)","","A large number of ‘friends’ or contacts (200+ people)","Save a photo that you find online,Change your privacy settings (e.g., on a social networking site or search engine),Enabling and, or disabling internet browser cookies on your personal devices,Use word processing software such as Microsoft Word, Google Docs, or Apple Pages,Change your home network’s WiFi password,Remove people from your ‘friends’ or contact lists on a social networking site,Post online music or a video that you have created yourself","Numeric Entry:",23,"Female","","Bachelor's Degree","Zenith Computing","$75,000-$99,999","Employed Full-Time","","Liberal","Android","","1","R_1FENt2j69sMlTFA","A26CEFE6879543D0AC94DE36BCD9492B","large-new-ads",4.66666666666667,4.33333333333333,"Middle_Income",3.66666666666667
"24","2023-07-13 00:46:51","2023-07-13 00:57:41","IP Address","216.67.39.84","100","650","True","2023-07-13 00:57:42","R_2CoZUfYLqe1xXga","","","","","61.2034","-149.7595","anonymous","EN","","I have read and understood the study purpose and participation involvement","","","",1,1,1,1,1,1,"Not at all aware","Not knowledgeable at all","Not at all aware","Not knowledgeable at all","True","True","True","True","True","False","More than once per day","10-30 seconds","Occasionally – Sometimes I will accept the default policy, sometimes I will decline the default policy and/or modify my privacy settings using these screens.","Occasionally - I read them sometimes, depending on the website or context","Out of habit or convenience.,Because the cookie policy was necessary to view the website.","","To protect my online privacy,To hide my online activity from the website operator,To prevent the company from accessing personally sensitive information about me,Because I believe selecting “Accept” is not my best interest","",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,"Facebook,Instagram,Twitter,Snapchat,TikTok","Other (please specify):","duck duck go ","2 hours","Education,News,Entertainment,Shopping,Work/Business","","Computer (desktop/laptop),Mobile phone or smartphone,Tablet (e.g., iPad, Kindle Fire, Samsung Galaxy Tab)","","A broader circle of family and friends (20-200 people)","Save a photo that you find online,Change your privacy settings (e.g., on a social networking site or search engine),Enabling and, or disabling internet browser cookies on your personal devices,Use word processing software such as Microsoft Word, Google Docs, or Apple Pages,Change your home network’s WiFi password,Remove people from your ‘friends’ or contact lists on a social networking site,Post online music or a video that you have created yourself,Create a website,Use a coding/programming language (e.g. Python, Java, JavaScript, C++, Ruby, SQL)","Numeric Entry:",42,"Female","","Bachelor's Degree","Zenith Computing","$125,000-$149,999","Employed Full-Time","","Conservative","iOS/iPhone","","1","R_2CoZUfYLqe1xXga","9461A09AA45E48F187468390DCE4DDA8","large-old-products",1,3,"Upper_Income",1
